Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
1475	41.0468215	25.4505904	21.4251337	20.2460344	15.4002643	14.3389044	18.2732643	39.2975899	20.6712933	14.6196495	11.5987450	8.6072631	34.4237229	33.6318065	25.2547126	22.1815630	11.1911081	10.8427551	21.3793370	15.7230872	32.3474467	29.2265239	27.7971493	17.3380112	23.2167458	9.1557357	16.7607876	14.1408390	26.7947604	0.0310563	0.0212996
1480	41.0468215	23.6701356	23.5287986	20.3265048	16.0667575	14.4897512	16.3012989	36.5976445	23.7114089	22.0609432	11.1895905	8.6072631	31.9749387	31.5763776	25.0268104	23.9468886	10.5535431	8.7854521	17.9233061	18.7945836	29.1433119	28.4843060	26.8303205	17.0372485	20.5075654	6.6969590	16.5635553	12.4489028	18.3059883	0.0303687	0.0307488
1485	42.4283516	23.7472700	23.3063027	22.9650288	14.7369869	12.4492664	18.5521484	35.0663769	20.0349967	16.4097714	13.1638410	11.2154789	34.1730167	29.9033355	23.9374615	19.3494309	10.5535431	8.7854521	17.7765120	18.9823424	28.1825394	26.4098893	23.7277174	14.5787727	16.0827993	9.5833093	15.0972856	12.2061188	27.2678262	0.0303687	0.0307488
1490	33.0964014	30.2476958	26.5821480	23.9370477	13.7022458	17.9580162	19.8098124	32.9674651	20.0349967	11.9268558	11.6867565	6.7988125	30.8701770	30.1200949	29.4525453	21.0691977	15.2761574	8.7854521	20.6518374	18.3722773	29.7283782	28.3360048	20.5254522	19.0135880	22.3722789	7.7453183	14.3197986	12.2061188	24.7706875	0.0303687	0.0307488
1495	41.8646088	30.6783588	24.1648765	20.5115649	13.7022458	11.4214080	21.3998940	41.4417395	19.3708263	15.1232369	12.8719379	6.7988125	35.0636055	33.0183206	23.3293336	21.0326795	12.0909164	8.7854521	17.8178805	18.3722773	28.5046496	26.5607302	25.4766187	14.5777730	17.0781782	7.9920550	13.0507629	12.3255209	22.9809873	0.0326986	0.0282777
1500	38.9074611	28.3439723	23.4727554	21.0851382	12.5493219	18.2934967	21.3998940	36.7092548	17.6620983	15.7287479	9.7674036	7.0161243	33.1370071	29.1572616	25.3744383	22.4884491	12.0909164	5.7839052	19.0994780	17.3362038	27.9971103	23.1550312	21.0488316	12.8695547	16.5795166	7.9920550	14.3575373	12.8649089	18.3147020	0.0329486	0.0387801
1505	38.9074611	28.8098126	22.5846781	22.0594659	12.9512912	19.1322448	16.3691027	34.7563486	18.8438916	13.2020622	15.9254854	7.0161243	31.5451825	30.7803086	28.4216533	21.9150551	11.7270255	5.7839052	19.0994780	14.8565015	27.6123917	26.7688741	23.3262835	12.8695547	20.6872022	6.1279044	14.9864138	12.8649089	22.1866561	0.0329486	0.0370753
1510	38.9154994	27.8184064	20.5969314	17.9802106	15.6326507	13.5058987	18.9296124	34.9273870	23.8865940	13.1834820	9.1971433	7.0161243	33.5938199	31.7441894	30.0406457	18.7945941	11.7270255	8.6742931	17.1602857	12.9780896	29.6006087	23.8560536	19.2827086	15.3418455	19.1720686	9.7308112	15.1471062	10.9365480	24.1028826	0.0359455	0.0448285
1515	39.3904323	30.0335287	28.9626580	19.3141842	11.1170874	17.3618845	16.1895788	39.1589434	24.1787857	13.1834820	16.2679587	7.0161243	33.0281192	32.9338983	30.1614595	28.3494377	10.2071291	7.4172863	21.0943617	20.7587534	27.9189729	26.9903577	26.6673390	14.9188669	15.8933029	7.4574567	13.5207234	13.3522617	20.5277275	0.0359455	0.0448285
1520	44.5489655	25.6213101	21.5834432	20.5767642	18.8054820	16.0991586	19.8049967	40.3562605	16.5703593	14.2853710	12.7467157	5.6711768	30.6839137	30.1378578	27.6257805	17.2390102	11.4579115	11.2059878	14.7155630	15.6270940	26.4930846	26.0040364	25.9633301	15.1052648	16.3393469	6.8402383	16.0906759	10.2300762	19.1498188	0.0418164	0.0627437
1525	39.1608494	25.8268504	21.7639388	19.0805737	13.7324166	16.8310656	14.4827942	38.9927985	14.9538643	14.2853710	13.8105613	8.3532520	34.8217519	32.2248485	23.5456173	21.1470797	10.7248052	7.0094260	20.2767696	15.4939259	31.1000883	27.8414639	24.0440780	19.0594498	15.2070584	9.0857568	14.4397778	13.2231621	28.9519062	0.0411700	0.0361837
1530	44.0933871	29.4421848	27.4559905	20.1731894	18.3182925	15.3993498	19.4715319	43.5684167	18.8755446	17.8639410	11.8850497	9.4560762	32.5728469	32.4940018	21.9995396	21.9896781	11.0366061	7.5092010	14.2903632	18.2290100	31.9799945	29.6296823	23.4601276	14.5879459	21.8517818	7.7700861	16.4903141	11.9677494	20.5384416	0.0396910	0.0485090
1535	41.4914818	28.8600135	28.1599566	19.5408573	11.5040151	14.5206554	23.0856659	39.5086281	21.8040120	17.2622288	11.6915465	10.4681638	35.0899855	33.3308596	21.6095498	20.7509735	10.1973464	9.5881742	19.3447397	18.6815825	30.7207822	29.5271949	27.7958605	14.5879459	19.0906615	5.8431557	16.9044826	11.9918363	26.5903636	0.0396910	0.0485090
1540	41.4914818	25.7980469	22.3105218	17.6003823	15.1263158	14.1641685	15.8281865	40.6629892	22.6004167	13.9962420	10.9896083	8.7159168	36.9113117	31.1469741	23.4379822	23.2548192	14.2011952	9.5881742	19.1725502	14.0651506	27.2874895	26.5579669	22.2269724	17.1182627	20.4441857	7.9166422	17.7509261	13.7741714	22.2463474	0.0423138	0.0652976
1545	39.6412092	24.8899755	22.8140289	18.7622207	13.4750219	18.5432037	21.1461295	33.0062505	22.6004167	16.6677411	10.4459457	8.7159168	30.3711796	29.9476034	23.9063167	21.2307372	14.4803722	13.1849167	20.4272714	19.2181357	29.6676624	27.2104890	26.8555449	18.8306784	22.6704473	7.9166422	14.5306483	10.8095581	26.3942527	0.0489571	0.0735303
1550	41.0011482	24.3714890	23.9605539	20.3616878	11.8254270	18.0986355	21.1461295	38.8316367	20.0327681	16.6677411	10.9910796	7.1837499	34.6508593	32.0883255	28.7474484	22.4666735	12.1875666	9.5409120	20.0853831	24.9381694	30.3583231	29.8667877	23.2573379	15.9442310	17.9536230	9.0616977	14.7279701	10.7437984	26.3942527	0.0498616	0.0735303
1555	41.0011482	25.3107776	21.7545339	21.1494629	18.5665027	14.6154643	21.1461295	37.5500057	21.8220959	13.7406161	9.9408241	7.2169066	34.8793493	33.6844110	31.9666539	21.9605352	8.1159611	7.2684500	18.2823571	13.7880876	29.0451102	27.4943814	25.3057851	16.4317955	16.6537331	7.4454685	12.6881894	11.6125223	19.8413257	0.0510472	0.0388448
1560	44.5001769	25.3107776	22.4598093	21.5058247	12.8640757	15.2459581	21.0447811	42.3242761	15.5794714	13.7406161	10.0606963	7.1536174	41.1800764	38.2734233	29.7218313	21.7991171	13.5109207	12.1026705	18.2823571	17.5314295	27.1501059	24.5820397	24.2911882	12.5472486	19.9674261	8.0743042	13.8462186	7.7256410	25.7906588	0.0547734	0.0221341
1565	44.7818689	24.1121686	21.9604336	18.8818810	12.8640757	13.3749143	21.8402368	35.6076544	21.6722214	18.2654948	10.8183354	7.1536174	30.8226167	30.7550648	23.8059473	23.7018430	9.3531702	8.4056571	17.1533795	14.1116439	30.6874444	28.0677927	25.7289968	12.5472486	18.5637895	8.0743042	13.8474499	10.0044049	19.0092255	0.0539099	0.0176511
1570	45.2974519	27.9463466	26.0857730	22.2315354	12.8640757	17.2910874	14.6475510	33.1405126	22.0785635	15.6034677	11.9827811	7.1536174	31.9371527	31.1830678	25.9999414	20.8660722	13.3115558	9.4910020	15.0768152	18.6837637	29.2647191	25.7367248	25.0982438	20.9171252	16.2888212	8.0737252	13.3230197	13.1278566	25.9987955	0.0528554	0.0269588
1575	37.9718346	34.7961825	23.1226935	17.8796586	15.2782475	13.0031619	22.5405216	37.5509126	15.6449584	14.7972678	13.3273135	9.3425391	35.3589544	30.2520464	23.6862109	21.1177660	9.7842274	9.4910020	19.9704050	15.5460000	27.4344125	27.1673410	20.1988625	14.5445776	25.2858819	10.1073269	16.0472642	11.9856780	24.4123339	0.0509510	0.0256664
1580	37.9718346	30.4424092	22.6936666	21.9505651	12.0580512	16.2693693	22.5405216	36.6615145	18.4605837	14.7972678	11.7847306	9.3425391	36.5259868	34.1676337	25.2185648	19.4860895	9.7842274	6.6894049	13.3278689	14.5609126	31.1170582	26.1275350	23.8681955	10.4499477	17.2159397	6.8669150	12.8961583	11.9856780	21.0304846	0.0533347	0.0416951
1585	37.9718346	30.6884029	26.8062617	20.2954676	18.1789316	14.7659985	20.6083862	37.2502294	20.0873834	17.8869385	13.2782475	6.4997378	33.3449639	32.5429017	28.0436904	23.2327000	9.7842274	7.1804464	18.3342621	22.1507169	32.0713015	31.1227589	25.3699782	13.4874778	18.2614522	10.0257430	13.6669492	10.8486710	24.4347894	0.0578896	0.0705815
1590	40.6525161	27.5753653	25.6696710	23.4569108	11.3394926	13.0546728	20.6083862	37.7770067	21.5363484	17.7089729	13.4631746	11.5749050	34.2391902	33.9057111	25.0596941	19.1523382	12.0068797	7.4830568	18.3342621	22.1245525	33.5548421	28.2784274	27.9157427	14.1175508	18.2614522	8.1082497	17.2596806	12.8635988	23.8969159	0.0665765	0.0705815
1595	40.6525161	25.9572279	21.1343175	17.2979842	11.3394926	16.2000711	17.2838722	35.3040457	18.0517645	13.1290336	14.6901119	9.7526310	35.0628030	29.8734894	28.6703250	25.5447197	13.2798670	5.9565963	20.2340467	14.2250409	29.3368710	25.6735055	19.6390429	14.0801484	20.9205853	10.4201537	15.3880705	14.2343029	19.0141097	0.0666556	0.0705815
1600	36.6150874	28.5814549	20.6491922	18.8513954	13.8906458	16.6192390	17.9923926	35.7769081	25.4526529	17.0199190	13.5546084	8.1244993	34.0244423	33.9929158	24.9351350	18.2862533	11.3825560	9.6891143	14.4704838	19.3428324	28.8243019	26.2100048	22.9065796	14.3839599	17.4284423	10.4201537	16.4440160	12.6347626	23.5821074	0.0728554	0.0957591
1605	41.0964651	26.8231272	22.6390558	21.8407359	12.6345028	18.5512152	19.7685688	34.6334292	19.3701527	18.9380804	13.5546084	9.7850095	34.2200900	31.8920738	27.8331425	22.8557547	12.0862006	7.4852466	20.3513177	16.4423659	30.5085014	23.8357504	22.9614369	14.3839599	16.3936150	8.6757351	14.8729741	8.9567515	20.8432466	0.0764032	0.0725699
1610	41.0964651	26.3486062	22.0439725	19.1933853	15.2491706	15.9525104	19.7685688	33.4599525	22.4883911	11.8711831	11.9891298	8.6888800	30.2580134	29.7311553	20.6826122	19.4108621	8.2966580	7.4852466	16.8056861	18.9535063	28.7560307	24.4744533	23.3580940	14.0738554	20.2184197	8.6757351	14.4438725	10.8952784	22.1203462	0.0718614	0.1142625
1615	39.5589075	26.9195527	22.4356440	21.6248464	13.4238960	15.9525104	18.6950246	36.8558908	22.0812991	11.8711831	12.7152640	8.9005173	32.3092465	31.7518518	24.4622826	22.1673771	11.5702994	7.9300112	16.8056861	19.1010212	23.4781590	23.3429767	22.2673001	16.4030406	21.6280750	8.6757351	20.2516124	12.9660176	22.1203462	0.0748183	0.1550907
1620	37.7455774	25.7117941	24.8907923	16.3303742	12.1506485	15.9525104	19.2289572	30.9283823	21.3376970	12.7076051	16.4440431	8.6997743	30.4160186	30.3011485	23.5438939	22.2068583	9.5450715	8.6771672	17.3171124	22.5197969	28.8891594	28.4597595	23.3770681	16.4030406	21.8996471	6.1756168	16.5887946	12.9660176	25.6910315	0.0637027	0.1447397
1625	38.9776072	34.9804765	23.8600737	21.4976151	12.1506485	16.8213670	18.8963537	33.6997583	21.3376970	13.0265553	13.5975447	7.9853706	31.6714739	30.7989667	25.4597135	23.3540378	13.4486407	8.3010339	14.9180671	20.7544438	29.4295819	28.3871463	25.0003743	14.0079800	16.9322007	7.3065386	16.1852395	12.4177955	21.0705016	0.0613394	0.1238996
1630	38.8205440	25.7463017	24.5796481	23.8350302	8.9994514	20.4037807	14.5227648	35.9374486	19.0603373	16.2705981	13.6316795	8.8975545	29.2333802	28.6365314	26.9592257	23.4271371	9.8910502	7.9538317	20.7898090	13.4358558	27.5851761	27.1778768	19.4754868	16.5001201	21.7201057	7.4364825	15.8104104	11.5552091	20.8858294	0.0613394	0.1834341
1635	38.8205440	34.0142522	31.0627884	19.5972192	13.9504485	15.2984265	17.0489253	35.7853459	21.8746957	13.9811707	11.0218108	10.1408128	32.2959680	31.7029938	23.1857149	20.5245071	9.8071002	8.7253156	18.9589082	14.7179932	31.4237905	27.8812376	23.5146204	14.3725122	18.4315709	7.4364825	14.1083589	13.1524014	23.5336165	0.0587928	0.1425934
1640	38.8205440	30.5837751	21.6630891	21.0420102	13.5035860	13.8329557	20.3478955	38.8182620	20.8784650	13.9811707	13.5259619	7.2730061	31.5494341	31.1425141	26.4330014	22.2105742	9.6534542	8.7253156	21.2459823	15.2571632	28.8306602	28.2406840	19.0638643	14.3725122	24.7937443	7.4364825	15.4946882	10.2746059	22.2861070	0.0638209	0.2146856
1645	46.8018128	26.3862878	23.3086640	20.9342053	13.5035860	20.3814830	21.1580476	38.8555724	22.8356656	19.2715342	12.0468114	7.2730061	36.6488406	32.9345516	25.8545398	24.5517228	9.6534542	6.5513151	21.7674814	19.1929296	27.3856627	27.3177640	26.3527034	10.8971389	19.0387484	7.4364825	15.6353932	13.0884223	25.6319057	0.0610384	0.1251216
1650	52.7821809	26.1966878	25.2606914	21.7298961	13.5035860	18.3853700	21.1580476	38.8555724	18.8900399	15.2269297	15.6192806	7.2730061	34.9248260	30.1012414	29.3731821	23.6011006	11.6293758	9.3487788	21.7674814	15.2152813	25.9015552	24.6086512	19.3589462	17.1471654	16.0850361	9.4745625	12.3692774	12.1418350	25.6319057	0.0585586	0.0924736
1655	52.4410474	39.0755742	28.0118784	22.2350507	13.6236068	18.0581050	21.9471811	35.8775754	19.0162358	12.3563484	14.6585579	6.8195326	35.5396249	32.9744728	29.3450306	20.3340079	10.4486398	7.5475842	19.5039029	15.2152813	29.2391632	27.2022427	22.3801974	16.0280639	25.8650908	6.7217153	14.3665465	12.1418350	24.3171036	0.0571998	0.0587793
1660	40.7303201	26.6453182	23.4428943	19.1588530	13.6236068	14.7728016	20.1315327	39.0876651	21.0481280	9.5434540	15.4392707	6.8581341	38.6700489	30.7395748	22.2007363	20.1533113	14.2527222	10.0355955	17.0892776	18.4577861	30.3909693	28.1615268	18.8405924	17.8963378	16.2237459	6.7217153	15.1608320	10.8544851	24.0574474	0.0546125	0.0401802
1665	39.8915469	29.9389250	23.8289141	21.3707243	12.8163357	13.3339150	22.1426790	36.4247304	18.0568374	14.9416807	12.2656241	9.7414596	35.6442624	32.7170153	26.5150339	21.5366246	10.6470452	10.0355955	14.6239143	18.2056459	28.4507059	24.7903146	24.3847464	12.1774435	17.6748187	6.3747891	16.6269518	11.7170340	20.8999059	0.0471980	0.0480683
1670	37.9245646	27.8388522	23.5789534	22.6341730	16.9141449	14.8021413	22.1426790	34.4808627	25.5587555	14.9416807	10.2295814	5.9809567	30.6335194	30.5050622	26.8370199	25.2168826	10.6470452	10.0355955	18.1097624	14.8830706	29.5374834	27.8149906	22.9438746	12.1774435	17.0589341	5.3774550	14.2587486	12.2568280	23.6835986	0.0421583	0.0480683
1675	41.7551681	29.8157720	25.5441116	21.0834483	17.1639604	17.2778854	20.3070752	35.8388332	19.2545603	18.0825900	12.6526573	8.2831267	34.0760517	29.7937936	27.2892642	23.6964112	10.6470452	10.0355955	18.1097624	14.8830706	27.8165186	27.0273451	26.0576025	19.7859029	20.8356445	6.8895854	14.9818025	12.2568280	26.0969845	0.0421583	0.0480683
1680	34.0962602	23.9311462	21.9822112	20.6582304	12.0234357	15.5466923	20.3070752	33.4422310	18.3574602	11.4978421	13.3261273	8.2831267	30.2914660	29.7467889	22.2392076	19.3032231	10.6470452	10.5088550	15.2249003	14.1077626	26.0206026	24.5191309	23.3363672	16.8586659	16.2652975	6.6984346	15.1804620	12.2568280	25.8920518	0.0421583	0.0518797
1685	38.8482205	27.4935763	22.9641051	19.3177522	11.4307311	13.2744540	20.3364423	33.1888209	15.6920805	11.4978421	13.9690921	8.2831267	30.9082295	30.2246971	26.8912482	23.1368444	13.0492161	10.5088550	20.0105374	24.1610136	28.8975202	28.4030653	26.9014260	14.5275640	16.1028453	6.5401644	15.3901795	15.2025847	27.6895607	0.0421583	0.0335028
1690	43.3533461	27.5674170	21.9773950	19.7366988	11.2785946	17.3554668	20.3808152	41.5783253	15.8128932	14.5599420	10.0238686	9.5545497	38.4015262	34.6759114	30.4202289	21.6250618	13.5106481	8.5684253	17.9433039	19.3841041	33.4828922	26.4763071	25.7917559	14.5275640	18.8539003	5.8732653	13.5947038	9.3875571	23.7609319	0.0405268	0.0241354
1695	40.9210060	24.5174147	23.1999804	22.9052792	18.5200613	15.9805148	15.5190794	37.2842210	17.6402163	17.2018487	16.6119779	9.5545497	32.4105114	30.9031546	25.2712429	19.4997706	9.8891688	8.5684253	14.5745139	19.3841041	28.7484279	26.8292116	23.2736558	16.9816623	15.7804692	7.6279694	14.9323182	13.5041719	24.5461307	0.0405268	0.0195427
1700	37.1965522	29.0687092	22.8900233	17.8134537	12.3957375	17.0605850	22.2272606	35.6876420	23.7662213	13.6804612	10.3916886	8.8766675	33.4809435	33.1335179	32.3245516	23.0246048	9.3901680	8.5684253	21.3804421	14.3627354	29.7218374	27.7807868	23.2736558	16.5493011	18.8506630	7.6279694	15.5394848	15.4704261	25.4266692	0.0405268	0.0317299
1705	43.0672516	29.4049829	20.4310852	17.9794519	16.5439956	17.9069460	15.8491103	35.6801827	24.3006240	18.7740660	9.5341407	7.7725742	33.1691670	30.0532996	26.3898940	23.2605293	12.4258749	7.3661551	15.2290170	18.0925312	28.6156642	22.8213422	21.4317405	16.9869820	21.2250652	9.6800615	13.9794466	12.8502437	20.9548719	0.0393870	0.0317299
1710	32.5145413	27.2064479	26.3604690	19.8663351	12.1938071	17.7443019	20.2202832	31.8208340	20.8681768	11.5784155	12.5157755	7.7725742	31.0664930	26.7965087	24.7516547	22.2612505	10.5482563	7.3661551	19.5503547	18.0925312	25.9731628	23.4074934	22.9134081	16.9869820	19.0642597	8.4958763	15.5215281	12.6500179	25.6053256	0.0393870	0.0317299
1715	38.5074500	24.7747787	24.0854612	22.0260126	15.5912199	17.4123686	18.3112930	34.4620871	21.2284570	18.3838816	14.0730352	6.1141207	32.2018839	29.7480141	25.8175576	23.6585478	8.9159710	7.3661551	19.5503547	16.3327364	25.3556764	22.6171140	21.9217368	16.9869820	19.0915815	9.9542451	15.1380760	12.6500179	23.5393628	0.0393870	0.0323502
1720	40.5243248	27.8421708	22.2340609	20.9332938	11.7473032	16.8274360	18.3112930	36.0917085	20.3218539	16.1732349	13.9930244	7.1800259	27.4299085	27.2445072	23.6465983	21.0463402	12.3306232	11.3444229	19.5503547	12.8822910	25.3350330	22.0505655	18.5749216	16.9869820	18.8320827	6.6813209	18.0856788	16.2471635	21.5181822	0.0393870	0.0297921
1725	41.7412255	24.5925409	21.6758158	20.2577138	17.1395638	16.8274360	17.2076887	36.4809080	20.2874199	13.1060552	11.7665204	7.1800259	33.0914876	31.3449221	21.8876588	19.0736689	9.2303574	7.6883239	15.4667236	17.3692863	27.6115019	25.2089266	24.2624373	16.9869820	20.3020939	6.6813209	12.8840439	12.3515963	21.5181822	0.0404240	0.0297921
1730	41.7412255	28.6680132	23.4325783	21.0055194	16.5291346	11.7052075	22.4029315	39.4456301	14.4850802	13.6946324	12.8805248	9.5730653	34.5632690	33.5358866	25.9927100	21.9137538	11.5156804	7.6883239	21.8630721	20.9206522	31.1286256	30.4322444	29.6916208	17.4512593	21.0736054	9.1315287	14.7116217	10.9867278	23.2727676	0.0418256	0.0275127
1735	45.3679302	26.4324668	24.7929694	19.4951650	16.4275544	15.7889997	18.0142433	41.6177086	21.2508069	13.6946324	14.0896113	6.2077178	37.7082238	33.9727384	25.2022698	23.7824441	13.6461513	10.3824120	16.5011519	18.8790765	30.8753230	28.1492518	21.8565029	17.0337330	16.8544675	5.9533512	16.7589746	10.3444601	27.6588525	0.0418256	0.0460446
1740	45.3679302	31.0655081	27.1574759	25.4825825	13.9123555	15.7889997	22.7876564	41.0060834	18.5656277	17.6585784	8.6085298	6.3124513	31.2054057	30.3243025	25.1019906	22.0131094	12.8769069	8.1657842	18.1071598	17.0004384	28.8616186	27.3320396	27.1712732	17.0337330	20.4525718	9.5675810	16.9710022	10.3444601	26.2688549	0.0418256	0.0675532
1745	40.6301481	26.1758112	24.6527873	21.6035134	15.4379254	15.6038645	18.0250188	38.3591682	21.5694427	12.5827374	14.1459695	7.0107317	36.6375082	30.6811529	25.4161291	24.9692833	12.8769069	9.7836844	21.4985523	16.5757269	28.8591342	27.3520305	22.6805926	20.3739935	19.0279710	6.6391536	13.8094967	10.9982993	21.1067963	0.0418256	0.0675532
1750	42.6626794	30.4475715	23.0860686	20.2399577	13.1491444	15.6038645	18.0250188	36.2924506	17.9254559	17.6680297	13.0307989	8.1261158	32.7193175	27.7886704	25.6504119	23.5578079	8.8684560	8.4324667	18.7908705	11.7279180	26.7999003	26.4356805	25.5499290	12.0947497	16.2977492	10.0617702	15.9524557	10.9982993	24.5587427	0.0430729	0.0692744
1755	34.5841596	27.6918798	21.2391131	18.5936697	13.1491444	16.1837471	20.5103376	34.1796218	16.4461347	14.7808144	15.6957899	8.9806816	33.8639971	33.0537341	30.6546390	22.7101137	9.6674842	8.5826864	19.9111910	13.8959913	31.0556071	23.8291500	21.7539478	20.0959303	17.7957035	9.2559537	11.6506368	10.9982993	21.4880308	0.0430729	0.0504469
1760	44.8667926	27.0343347	22.0261487	21.7696761	19.6985756	11.9052117	20.5103376	40.0349790	21.9502068	12.1051424	11.2186981	8.9806816	39.6121806	34.4992618	24.7718263	23.2973570	10.9115186	8.5826864	14.8230028	11.8837526	28.3845892	27.8866057	24.5444578	15.3441335	14.7664629	9.2559537	12.7861118	10.9982993	22.5221845	0.0420669	0.1287729
1765	38.2535100	26.0195322	22.5701589	21.9501468	10.6094262	16.4532723	18.9925291	36.6260133	20.5752148	11.4494943	14.9483760	8.9806816	34.2859364	32.8988497	27.0586757	17.5502789	9.8118049	8.5826864	16.7154607	16.3849253	26.9219130	25.3271213	22.9738848	14.9406808	17.4291391	6.9499407	15.8628357	12.9670014	15.3667971	0.0389152	0.0836115
1770	38.2535100	29.8769882	25.6690468	21.2234118	11.4347445	14.6284030	19.6311938	37.4762062	19.2102512	19.0566994	9.7309626	8.9806816	34.5853496	30.0975461	23.9944966	18.8643300	13.6779476	10.3874587	14.1795862	15.0768181	29.4298446	22.5109234	20.8837579	15.4155541	18.6235750	8.8978896	13.6683437	12.9670014	27.5920793	0.0371172	0.0690974
