Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
13140	39.7856822	28.6678572	23.0439667	22.2828162	15.1979502	18.1066931	20.5491049	37.2877577	22.1280500	17.1771166	13.7658103	8.3987594	33.4148905	32.7440424	25.5067347	22.5968332	11.4059778	8.8974795	20.4336535	17.9194026	31.0841437	29.6074087	24.8629563	13.1553722	18.1374473	8.0281121	14.0500086	12.6915089	26.6594973	0.0147285	0.0155693	-24.157
13145	40.6611736	28.3154640	23.7946760	22.2962520	15.6122545	15.6746980	19.5463728	37.8720447	21.2166760	15.8419045	13.7431666	8.1494969	33.9828511	32.7440424	25.9202317	22.5968332	11.8870461	10.4888636	20.4336535	17.9194026	30.1970538	29.6621413	25.8985995	15.6238261	19.8874614	8.0281121	14.5459992	13.1218058	25.9697575	0.0144225	0.0102708	-22.586
13150	40.6611736	27.2061159	23.3048089	22.6008629	14.9977692	19.5595485	20.3404332	37.8720447	20.9067135	14.7452195	13.7241371	8.0079979	33.8681374	32.2740610	24.6348121	22.5968332	11.8870461	10.4888636	20.4336535	16.5719251	30.1970538	28.7321784	25.8985995	16.8094454	20.1841483	8.0115518	16.3018724	12.5468232	26.6394369	0.0143788	0.0208073	-29.328
13155	38.8006507	28.4716088	23.9439656	23.0281958	14.9977692	17.9554511	20.3404332	37.4862789	20.2517051	15.3560013	12.8364135	9.1697541	33.0955495	32.2740610	25.5258637	22.5968332	10.4965237	9.2053339	20.1752853	16.9833706	30.1970538	29.8253199	27.4134343	17.4012110	19.1729573	8.0115518	16.3018724	14.0946180	23.2891567	0.0150325	0.0208073	-29.440
13160	40.1504295	28.3653944	24.8952713	22.8490859	13.2436728	19.4362462	20.3404332	38.6834735	20.2517051	14.2267429	12.4906491	8.3666673	34.2681777	32.6586197	26.4775177	21.8564226	10.9683004	9.2053339	19.3923298	16.4081075	30.1970538	29.8253199	25.0551720	15.8967464	18.3062947	7.4662410	16.3018724	14.5415031	23.5234158	0.0146037	0.0156989	-32.997
13165	41.8497252	29.5551582	23.8317297	22.8728722	14.1941926	19.0891149	20.3404332	39.5776835	19.5600422	12.7611126	11.1315421	7.4290917	35.6522844	33.7679600	25.5368434	21.8564226	10.2339226	8.9218952	18.1012668	13.4724576	31.6279999	30.6083884	24.8939013	15.5778361	18.5035943	7.4237536	14.4706332	12.0179054	25.8250160	0.0140835	0.0220604	-26.340
13170	38.0652065	29.4778382	23.8317297	22.8362524	14.0606224	19.0891149	20.3404332	36.9306929	21.3287578	15.8650097	11.2074056	7.1713366	33.9356946	31.1060249	24.0256097	21.4781792	11.0840424	9.5104667	19.9853156	14.4883635	30.1020824	29.8407385	24.8939013	15.5778361	18.0946300	6.9273713	13.8299463	12.0179054	26.3843730	0.0142766	0.0120731	-28.490
13175	41.1816147	31.6989544	23.7163170	21.8158338	14.2294808	19.1862282	22.4043843	36.9306929	21.3287578	15.8650097	11.9237030	7.4991258	33.6388449	31.0459664	24.7517154	21.4073024	10.4294273	8.5142531	19.5397531	16.5663292	30.0609077	27.8493531	25.7701026	15.5778361	18.7892917	6.9273713	15.0642535	12.0179054	25.6688517	0.0148074	0.0213116	-24.348
13180	42.0025402	30.2842967	23.7163170	21.5904555	14.4056796	17.5134094	21.5465435	38.2208148	23.4681138	15.8650097	13.1961095	8.9646050	33.6388449	31.8522756	23.8481981	21.4073024	10.9844598	8.5142531	19.5397531	17.7402191	30.4399461	28.8006608	24.6780093	15.0960566	20.1715253	6.9273713	15.9771268	13.4520488	23.6665380	0.0142325	0.0213116	-28.561
13185	40.4573756	30.3639109	24.7427282	23.0452827	14.3142545	17.8297398	22.1031679	38.2208148	23.4681138	15.1387102	14.4056345	8.9646050	33.7429268	32.5368835	24.8391492	21.4073024	10.9844598	10.1792803	19.5397531	17.4588714	30.4399461	28.5501734	24.6780093	15.0960566	19.3464908	7.4397127	14.5321947	11.8751093	25.9962641	0.0142872	0.0213116	-26.257
13190	41.6788022	29.9437226	23.9864080	22.6657347	16.1913727	18.1841032	23.2293314	38.2208148	21.4980631	14.3630364	13.6750129	8.9646050	33.4094241	32.2708667	25.4763846	22.8048633	10.8273834	7.8770571	20.0428521	17.4588714	30.4399461	29.7563052	27.2074862	15.6293712	18.7574921	8.4431330	15.1866562	13.1962620	25.4613981	0.0147720	0.0291699	-19.580
13195	38.8682984	30.0491358	25.3402178	23.5884313	17.4256863	19.6913859	21.9940964	35.6219004	21.8973071	14.4182238	13.6750129	10.5367284	33.2583648	32.7189366	25.9810724	21.9138013	10.8273834	8.2551938	18.5970213	16.7920308	29.9363585	29.3805198	23.0342446	15.6293712	19.5572033	8.4431330	14.1584665	12.5064628	24.7669211	0.0146566	0.0222754	-39.185
13200	39.5508375	32.0071962	25.4842763	22.7390884	17.4122876	18.3449469	22.6548989	35.6219004	21.8973071	15.5829501	13.1351887	9.2981474	33.7208556	32.7189366	25.9618079	21.9138013	11.5238115	9.5388312	18.2459499	15.0134687	29.9363585	28.2113315	24.8404908	16.8564890	17.3926965	8.5662844	14.1584665	12.5064628	24.8849664	0.0146778	0.0363578	-24.389
13205	38.7478763	30.1568923	24.3507607	22.3825951	14.5444460	17.8638195	22.6548989	34.8806328	21.8973071	15.0068028	15.1791748	9.7121592	32.9273029	31.7386691	25.7581973	21.9138013	10.9884592	9.5388312	18.2459499	15.0134687	29.9363585	29.4991071	24.9121730	18.0858288	16.9245263	8.5662844	14.1584665	12.5064628	25.0386578	0.0145228	0.0160423	-21.896
13210	39.9115159	30.6075050	23.2043901	21.9520426	15.9733467	18.5457470	22.7179476	35.1102877	21.1813076	15.0068028	13.4993318	9.7121592	33.7097208	31.8611678	24.4858347	20.4800022	11.4401081	10.9069842	18.2459499	14.7483287	30.2681195	29.7793027	22.9819252	18.0858288	17.8401396	8.5662844	13.8813503	12.1073416	25.0386578	0.0145228	0.0217059	-31.791
13215	39.4833676	28.5096138	23.7722518	20.7111889	14.0003789	17.8673650	19.4740842	36.2153717	21.1813076	15.0068028	12.9058280	9.7121592	33.2138951	31.7586777	24.4997894	21.6179248	11.4401081	10.4294523	19.8221166	15.7059005	30.2748857	29.3997630	25.4186089	15.0569678	19.1552810	7.7208903	15.5752544	11.7246031	23.6114582	0.0151388	0.0134924	-26.866
13220	37.6674196	28.5096138	23.7722518	22.6108782	16.5411844	16.5550148	21.1338814	36.2153717	21.1813076	15.0172023	12.9202637	9.3869229	32.5033324	31.7586777	23.8883464	21.6179248	10.4534160	9.7263842	17.6405879	18.3212316	29.7133340	27.7837207	26.1941787	14.8413213	18.1098104	7.7208903	14.5224217	11.9638564	25.5955578	0.0149284	0.0203790	-22.602
13225	40.0491729	29.8717299	24.3132483	21.8196540	16.2615170	13.9940602	19.1541709	37.7562038	21.1813076	15.3732341	14.1303205	9.8573705	33.2082352	31.1718267	22.7059456	20.4878131	10.3286336	9.0817519	18.5564028	17.6019771	29.7133340	28.8772941	23.6218504	16.0558684	18.1098104	7.8622510	14.7929141	12.8537303	27.0589505	0.0142086	0.0234817	-31.475
13230	41.6184863	28.0846082	24.0211608	22.3452366	14.6393385	15.1901239	19.1541709	37.7562038	19.6203773	14.5431470	13.9394016	9.8592055	34.1372256	33.5014600	24.8251712	20.7704639	11.9595438	10.3334831	18.5564028	17.1512487	30.9914800	29.5695443	24.9580053	14.9734493	19.6983209	8.1381800	15.7971476	12.4197227	25.8197035	0.0137637	0.0234817	-26.736
13235	41.6184863	28.2089191	22.5686490	20.5131942	14.6393385	16.3895102	19.5548076	37.7562038	23.3743266	15.1222424	14.7623489	10.2963511	34.3948279	32.9736893	24.0238629	20.8876460	11.9595438	9.5326357	18.5564028	17.0379502	30.1121755	29.0262579	24.9580053	14.9334276	18.9901494	8.1381800	16.1019114	13.1876521	25.2573796	0.0139747	0.0154752	-27.004
13240	40.7247334	29.6749945	21.5565225	20.8901769	15.2701744	17.2099550	19.2267454	37.7562038	22.8562743	16.0702006	13.2639823	9.4442691	34.0383907	33.1059109	23.5462765	20.8876460	10.7522557	8.5647617	16.8562816	14.8545237	30.8154806	29.1753068	24.9580053	14.9334276	19.3288968	8.1381800	16.1019114	12.8672497	26.4801297	0.0139747	0.0265121	-34.682
13245	39.8203130	28.4897867	22.8575811	22.0699061	15.5875608	16.6865209	18.8587176	37.9079937	22.8562743	16.4513088	14.1258065	10.3063293	32.7094667	31.3862368	24.5528729	21.2016120	9.4097235	8.1019386	19.4751781	16.7679034	29.9314872	29.1753068	26.3278044	16.4099012	19.8704417	9.0945342	15.0203432	13.8220127	22.9467576	0.0141666	0.0159267	-25.154
13250	41.1638179	27.2121370	22.7668435	22.0846622	14.1722098	16.5898199	21.7039118	37.9079937	21.5683189	16.2103095	14.5651641	9.6081206	32.9525293	31.5449226	24.5130441	21.2016120	10.4497306	8.7501205	19.4751781	16.0178149	29.8751956	28.6776625	26.9712720	17.7044081	19.5438208	7.3200292	14.7989351	12.5614230	25.6375048	0.0141666	0.0204519	-23.795
13255	38.7516418	29.2011159	23.2845235	21.6894531	14.1722098	16.6817704	22.0560110	35.1945756	21.5683189	14.9745140	13.7682357	8.4666692	33.6103236	31.4192159	23.8369536	22.1966523	10.8654135	9.0962979	20.6278210	16.7005417	28.7451570	28.2977114	25.0546507	17.3785313	18.5332890	8.3361088	15.2648499	13.6862609	25.6375048	0.0146968	0.0156365	-27.799
13260	37.8358909	27.7602968	21.6511831	20.6422459	15.2034676	16.9019297	19.2364068	35.1945756	21.5683189	14.9745140	13.8818630	8.4666692	32.0665272	31.1482317	24.6235686	21.3693990	10.8654135	9.2079488	19.1953552	16.6911709	30.3142926	28.2977114	24.4333029	15.2804034	19.4153846	7.2970546	15.2648499	11.9269099	24.0659808	0.0148869	0.0116104	-26.227
13265	38.2556120	28.8416435	25.2709367	21.3425492	14.5860941	16.8464431	23.8062886	34.8559484	22.6076062	15.2948237	13.8818630	9.8734643	32.2607555	30.9274880	24.6186270	22.0899708	10.2822499	8.7903762	17.6778966	17.7340171	29.8759102	27.9284320	24.4333029	14.1333638	18.3991181	7.2970546	13.7511483	12.3152918	24.0659808	0.0148869	0.0134872	-34.130
13270	38.2556120	29.2831064	24.3299700	20.7758809	13.6606870	17.0682010	23.7573399	36.1627802	21.3180228	15.0296312	14.0296081	8.6144845	32.8542055	32.2796780	26.0693862	22.0899708	10.9020707	9.1203490	18.5613673	15.7614598	29.7635876	28.3376277	24.3484301	14.9464959	17.3988529	8.2882669	13.2544093	12.4145012	25.0643604	0.0149634	0.0199545	-28.312
13275	38.2608020	29.3559882	24.4203683	22.4581258	12.9426029	18.8082166	20.6828009	35.0668711	21.3180228	14.9500758	14.5610472	7.4793744	32.8542055	31.7229986	26.0693862	21.7198199	9.8767230	8.1576630	19.4822824	19.3786256	29.7635876	28.6901085	24.3484301	14.5623008	18.2815391	8.5987263	16.3647714	12.4145012	26.9565860	0.0144758	0.0199545	-22.866
13280	39.6394940	29.3559882	25.4718075	22.7420434	14.2744257	18.5215936	20.6828009	38.0751298	23.5722452	16.5369986	14.2727908	8.3463138	32.1013240	31.2937333	27.1707981	22.3053431	11.0226939	8.9578723	19.0259402	18.5395834	29.5483567	27.4062788	24.3484301	17.7172552	16.7251413	6.7343276	14.4078728	12.4145012	24.7650399	0.0144758	0.0273319	-33.219
13285	38.4776272	27.2362984	23.4075811	21.4083488	14.2744257	15.5816376	20.4599665	36.4922921	21.4602798	15.1191874	13.4507446	9.0144113	33.2607076	31.2937333	26.0814449	22.6785928	9.8047220	8.6341951	17.4190461	18.5395834	29.5483567	28.0691376	26.3411714	15.7286371	19.1546062	7.7815900	14.4433634	11.2018858	21.9610487	0.0142204	0.0290675	-21.703
13290	37.9657076	28.3091714	23.4075811	21.5226439	15.0909479	17.9814788	20.4599665	36.4922921	21.4602798	14.0808613	13.4507446	8.0858210	33.2607076	31.2937333	25.6233275	22.6785928	10.5960428	9.3429527	20.3219871	18.5843468	28.6461605	28.1045955	23.5849206	15.4857414	19.4332920	7.7815900	15.8211356	13.7850971	23.1581210	0.0143860	0.0184646	-28.847
13295	39.1326266	28.3091714	22.8319529	21.5226439	13.1757803	17.9814788	20.4599665	36.4922921	21.4602798	17.5110189	12.7800528	9.8118079	33.2607076	31.2937333	26.2152064	21.1187920	11.7657033	10.4145290	19.3790922	18.9716754	28.9527722	28.1045955	23.5849206	14.0033894	19.9180893	7.7815900	16.3317587	15.0763290	23.1727508	0.0147584	0.0220847	-18.786
13300	37.5084633	29.0464854	22.8319529	20.4582045	13.8377766	17.9814788	18.3974107	36.4589021	21.0928410	15.6107790	12.2675344	9.1038092	32.3628396	30.6880036	25.1723206	22.4284703	11.3703342	9.8436247	19.3790922	17.5332650	28.9891693	27.8606696	23.5849206	16.0720442	20.1560930	8.4870644	16.3317587	15.2446306	23.7066001	0.0144195	0.0337933	-23.878
13305	39.7320996	27.7231661	22.0456604	20.4831579	13.9494586	17.7800455	20.3989139	36.0488474	22.4036566	16.4857765	12.1407642	7.9793885	32.9141729	32.1611932	25.1132388	20.8809135	11.0537196	9.3157056	18.5500448	16.5085769	30.0400764	27.8606696	24.8258232	15.6845692	18.9595987	8.4870644	16.3317587	13.6948599	23.7066001	0.0150213	0.0139350	-25.491
13310	39.7320996	28.7606141	22.4444174	21.0415141	13.1979391	17.7800455	20.3989139	34.3435996	21.9451998	17.6915694	12.4940238	7.9793885	32.9141729	32.1611932	25.9981051	22.7748460	11.1115598	9.3157056	19.6161285	17.4268744	30.0400764	29.6873753	25.5193017	16.1679882	19.4520057	8.4870644	14.6371241	13.6405037	24.8157526	0.0153728	0.0209518	-26.141
13315	37.4342276	28.2005532	22.4444174	21.0415141	13.7006353	16.1654297	19.5594955	35.5829900	21.9451998	15.3952635	13.3401611	7.9793885	33.0982593	31.9515936	25.8954569	21.7214221	11.3937412	9.8165068	19.6161285	17.3401068	30.5258992	29.6873753	25.5193017	17.1649254	19.1586012	9.2744495	14.6371241	13.3343190	24.6680382	0.0142684	0.0227200	-26.607
13320	38.9164959	28.2005532	22.4444174	21.0415141	12.9912671	18.4026796	21.3387434	34.7753798	23.0420771	16.6099876	13.3401611	9.0279583	32.5533079	31.9515936	24.9892986	21.7214221	10.8664726	9.8165068	19.2518889	16.4506289	29.9030111	28.6810446	25.5193017	16.0423345	18.6802692	9.2744495	14.9770640	12.1430985	22.7084484	0.0144688	0.0227200	-24.925
13325	40.9263107	28.9757610	22.7558647	21.5170225	12.8806036	15.8895230	21.1805048	36.8396369	22.4962098	16.6099876	14.1785625	8.4790243	33.5891801	31.9515936	24.9892986	21.7214221	10.9821506	8.9154368	19.2518889	17.3663947	29.9030111	28.6810446	25.5193017	16.0423345	17.7885365	9.2744495	14.9770640	12.6273738	21.7217259	0.0146109	0.0122681	-17.867
13330	41.2456868	27.6501488	22.2884044	20.3684370	13.3672375	15.8895230	21.1805048	38.7048363	21.4975042	15.8087479	12.3272947	8.4285183	33.7858384	31.3114795	24.9892986	21.7214221	10.2000068	8.9888342	19.6299190	15.5813529	29.1037378	28.6810446	25.5193017	16.1718197	18.2653297	9.2883091	13.8546422	12.6273738	23.3267927	0.0148207	0.0242429	-21.419
13335	41.2456868	27.9664838	22.2884044	20.3684370	13.3429333	16.8119741	20.7077627	36.7976263	20.2403838	15.7369019	12.6332086	8.4285183	32.5895191	31.3114795	24.9823175	21.7214221	10.9218829	7.9850652	17.1832161	17.0047175	30.1205364	28.6456834	25.4477378	17.6443524	17.4136948	7.8696129	14.9650010	12.6273738	23.8762773	0.0144123	0.0188934	-24.535
13340	41.2456868	29.1393654	22.8634033	22.4454217	14.5196132	17.9524102	20.7077627	35.1787342	20.2403838	15.2079588	11.8801969	8.0662298	33.5354153	32.1842444	24.7467882	20.0643081	9.9074889	8.4300989	18.4146259	17.0047175	30.5218394	29.3773764	25.1982494	14.2266717	17.9593441	7.8696129	14.9650010	12.6273738	25.9388752	0.0144123	0.0125008	-32.234
13345	39.0214365	28.4598655	23.2191749	21.4196109	14.5196132	16.4290289	20.9741481	36.7813758	21.6179105	15.2004691	11.8801969	8.9583938	32.8402821	31.8726268	23.6435922	21.2483476	9.5850837	9.3163917	19.7659794	17.0047175	30.5218394	29.3773764	24.8804743	15.7773721	19.6118884	7.5778910	16.1559313	13.9054291	25.9388752	0.0146599	0.0125008	-26.995
13350	40.9300500	28.4598655	21.7977716	20.9133614	14.8629854	17.0986408	19.1331635	38.5718481	21.7543055	14.4104228	12.1599822	8.1998021	32.7170481	31.9231911	23.3730945	21.9126748	10.0243359	8.5161687	19.7659794	16.0945433	30.3086286	29.7009703	25.8770547	17.5629220	18.9061902	8.9602063	15.4968721	11.9279562	23.2311570	0.0146599	0.0087294	-27.522
13355	40.9300500	28.4598655	23.5916883	21.5037552	14.6341739	16.2432430	20.4806783	36.4162700	20.3916375	16.6110922	12.9993394	9.6287208	32.6234529	31.2348223	24.2434334	21.9126748	10.4215176	8.9125909	20.0583952	17.7530408	29.8067002	27.9752239	25.5269802	13.9581843	19.1594798	8.2393542	15.2920325	12.9329970	24.5910899	0.0150653	0.0087294	-23.158
13360	39.6737087	26.9668805	21.9031869	20.3601747	14.4478743	17.1251952	20.6816477	36.4162700	21.9442634	17.1546020	13.6312503	9.6287208	33.1094800	31.2348223	24.4904008	21.9126748	10.4215176	8.0503914	20.5378783	17.7530408	29.0467921	28.3393874	24.9352249	14.4767609	18.7568403	7.7102964	14.1233826	11.6547067	24.8422331	0.0151374	0.0059421	-34.999
13365	38.4625862	26.0262685	20.7394546	19.7738057	14.4478743	16.8812518	18.3916778	35.9636016	22.1521399	15.7064653	12.4907971	9.6287208	32.0727993	31.2348223	23.8109859	21.9126748	10.0969971	9.0058680	20.0764425	17.8557778	29.3433516	28.8393639	24.9352249	14.9154761	19.2998231	8.1135043	14.9622610	12.0705977	24.8422331	0.0149401	0.0059421	-31.761
13370	38.8748267	27.7679677	20.6622272	19.1003309	13.1612790	16.3873285	18.9153735	36.5777473	21.0022758	15.8981904	12.7666264	9.1145503	32.0727993	30.8208155	23.6629948	21.9126748	10.0969971	9.0058680	19.3803986	15.7844967	28.9838995	27.8217118	24.6433137	16.4916641	19.2998231	7.3855440	13.8819022	12.8974007	22.8915436	0.0151454	0.0046752	-32.188
13375	37.2681268	25.5216260	21.2865189	19.2441471	12.1802273	16.0872881	17.8766771	35.7888714	21.0022758	15.7585308	12.7666264	9.0965155	31.5844728	30.8208155	24.7579625	21.9126748	9.6480375	9.2076833	19.3803986	17.2718784	28.9838995	28.5527903	26.2271482	16.4916641	19.4432645	8.6399102	12.7150908	11.3293050	24.4108054	0.0151454	0.0046752	-40.998
13380	38.6630828	27.2868249	20.7815955	19.7378408	13.7634260	16.0872881	19.6438840	38.3385192	20.7875694	13.6844829	13.4823340	7.4672591	33.2351711	30.9936642	24.2740062	21.9126748	11.5145318	10.0118083	19.3803986	14.1800453	29.6971541	28.7547745	26.2271482	16.4916641	18.3804608	7.9079485	11.9014648	11.2373518	27.3343680	0.0151454	0.0071595	-38.654
13385	40.0381784	27.2868249	22.4045168	21.2699579	14.7619954	17.5689175	20.3876537	36.9251120	20.7875694	15.1778470	13.2518061	8.4301096	33.2351711	31.4024591	24.3754036	21.1749461	11.5145318	10.0118083	17.5506383	17.4616732	30.3424082	28.7547745	25.6930356	16.7931745	17.6374766	7.9079485	11.9014648	11.6999628	25.7111311	0.0151454	0.0071595	-34.466
13390	37.7472493	29.5746058	24.0779852	21.0437149	15.5926637	15.5900196	20.3876537	36.4383209	20.0072767	14.9903424	13.7618342	8.4301096	33.2351711	32.3624628	24.5844943	21.1749461	11.5145318	9.4049825	18.7849721	15.0846082	29.5434009	29.1945457	25.6930356	15.2793627	17.0620701	8.3732775	14.0629437	11.5760340	26.7170643	0.0158125	0.0043757	-49.867
13395	37.7472493	27.8836048	23.2872270	21.4263181	13.7014083	18.9021018	21.0931557	36.5761936	21.7105162	14.9903424	12.6290287	7.8918995	32.9279920	31.8631938	24.0330573	21.8699427	10.5636818	9.3025931	20.7123865	14.8564161	30.4010451	29.5389798	25.6930356	15.2793627	17.8162682	7.0028237	14.0629437	12.0338928	25.0243835	0.0155828	0.0065788	-29.007
13400	37.9924773	27.8836048	22.3489552	19.9795176	14.7061729	17.0146622	20.6837024	37.6393928	21.7105162	14.9903424	13.3197312	8.7143460	34.8767140	32.6374835	24.4884026	21.8699427	10.5636818	7.9238951	20.3129900	17.1704628	30.4562776	29.5786653	25.3924029	16.7373261	17.5063730	6.8980755	14.4840756	11.3638904	25.0243835	0.0155828	0.0100106	-36.178
13405	37.9239511	27.8836048	22.7904273	21.7478588	14.0237702	17.3018125	20.2082879	37.6393928	21.7105162	16.5790543	13.3197312	7.8420076	34.5986323	33.4733054	25.1471863	23.7698060	11.5711090	9.5898949	20.3129900	15.5645327	31.3720443	31.0876831	25.3924029	16.7373261	18.1916769	9.0651233	14.4840756	12.6044427	23.7515601	0.0152853	0.0176541	-27.977
13410	41.0512920	27.8836048	22.5666341	20.9165532	15.5835063	16.3769787	20.3616478	37.4714135	21.2240620	14.7064124	12.4304720	8.9092772	34.9496554	33.4733054	27.1314882	23.7637445	10.8422620	8.7617952	19.7095981	17.2194023	30.0828026	29.1172933	26.0659436	16.7373261	18.2778677	7.7905787	14.2969575	13.0522586	25.0389714	0.0147657	0.0178424	-33.566
13415	39.9393687	29.1937835	23.8950483	22.4494971	15.8717060	16.7029843	23.6003139	38.3834213	20.3576895	14.4640203	12.6382818	10.1066659	36.1420036	33.4733054	25.9272637	23.1082282	9.6811025	8.7001810	19.2635876	17.4233417	30.6000657	30.5184503	26.5429529	16.4618917	17.6719602	7.7905787	15.1174435	11.7170198	27.2313402	0.0142064	0.0127765	-34.071
13420	42.0001780	30.3400575	24.3797884	22.5667896	15.7178204	19.7730461	22.7173028	37.1620059	20.6221517	14.1151972	13.7278422	9.9353817	33.8592141	32.7984120	25.5379067	23.1082282	10.1959267	8.8133372	18.2712457	17.1293539	31.4265735	30.4048509	26.0404518	14.9340311	17.6719602	8.3452084	15.1174435	11.7170198	27.2313402	0.0137772	0.0182284	-22.848
13425	40.0368362	29.4749655	24.3797884	21.9822750	16.1854640	18.4596447	22.7173028	37.1620059	22.7578149	13.7119740	14.3128870	8.0180709	33.2477372	32.4465040	24.1784394	21.5580044	10.6772186	8.8928390	18.5574222	17.1293539	30.7967333	29.3840354	26.0404518	16.3453068	18.5127410	8.3452084	14.8701157	14.0202372	23.1067650	0.0138552	0.0182284	-28.464
13430	39.9620026	28.0032896	24.3797884	22.3109078	16.3756385	18.4596447	21.7457345	37.4101718	23.8275528	13.9215949	14.5259000	9.2889582	33.8991597	32.4465040	24.6640662	21.5580044	10.6012535	9.2501158	18.5574222	16.9728690	30.0674595	29.3840354	26.0404518	15.7054464	18.6811396	8.3452084	13.9966693	12.4400195	25.0291670	0.0144537	0.0182284	-22.151
13435	39.9620026	30.7631930	24.3797884	22.7689177	16.3756385	17.6582517	22.4314699	35.9185879	21.7380488	14.3984011	12.7742194	8.7599612	33.8991597	32.7127596	24.3267989	21.5580044	10.2943477	8.2053348	18.5574222	16.5856604	29.4883745	29.2131917	25.1813379	12.4988478	18.0530531	8.3452084	14.0986354	11.7129645	24.8792472	0.0142124	0.0183209	-23.974
13440	38.7420472	29.6983825	24.9010779	22.2617634	15.2077603	17.6582517	22.9042763	37.0229445	20.3345265	15.6401030	13.6899872	8.1206543	33.8991597	31.7233494	25.1290531	21.3059222	10.2722392	8.7506300	17.6874802	16.5856604	30.0965388	29.9572284	24.9979215	14.4422566	19.7977923	8.3452084	16.7834866	12.1736713	24.8792472	0.0141871	0.0230005	-30.298
13445	41.1402117	31.4771973	24.9010779	22.6284281	14.4111671	19.5796190	22.1000056	36.8073240	22.0992828	16.8767887	12.6437952	8.1206543	33.3508527	31.7267173	24.8663377	22.1842542	10.9775247	9.2457375	19.3616579	15.5773414	30.3495871	29.9572284	24.5956936	14.4422566	18.0380030	8.3452084	15.5809254	14.2014965	23.8631988	0.0141900	0.0159581	-23.179
13450	40.5764851	29.3692654	24.9010779	22.8540051	16.1135049	17.9084340	22.4731867	35.4687690	20.7214151	16.2181537	13.2667268	7.5415849	32.9756456	31.8815199	25.6538164	22.1842542	10.9775247	9.2457375	17.8910800	17.1342491	28.7815592	27.5851468	22.6663148	14.4422566	18.9287919	8.3452084	14.3057814	12.9843926	23.9235529	0.0146156	0.0159581	-30.688
13455	40.5764851	31.2295111	25.8219891	24.4135461	14.8236501	19.8050664	23.3657341	35.4687690	20.4045130	14.8566638	11.8251915	8.2178665	32.9032974	31.1354903	25.1486341	22.1842542	10.4098677	8.8317264	20.7688247	17.7521706	29.6008941	28.1963739	24.5463393	13.3164958	19.7557630	8.3452084	15.3422461	13.7868165	21.2854207	0.0150311	0.0107352	-27.479
13460	41.7418220	31.9811285	24.5335619	22.4561812	13.9869529	18.3062573	22.7643902	35.4687690	20.4045130	13.1058529	12.5618570	8.2178665	33.3920968	31.1962173	25.5519415	21.4376391	10.4098677	8.3215446	18.9512472	16.9137548	29.6649539	29.4097171	24.3344279	12.2355780	19.7212498	8.3452084	15.3422461	12.4205339	24.1968031	0.0154013	0.0171572	-32.430
13465	40.4744586	29.9338396	23.8528918	21.9472794	13.4416110	16.2953591	21.4794889	36.6413377	20.8081073	14.5135006	12.9517223	8.4423704	33.7083016	31.9097846	25.2606595	21.4376391	10.7070864	8.3215446	18.9512472	16.2101565	28.0023474	27.4578790	24.4062505	14.8411653	18.6681411	8.3452084	15.3422461	13.5339662	21.7065800	0.0148747	0.0186593	-19.914
13470	39.8082851	29.9338396	22.3559993	20.9073975	13.4424014	14.9077984	21.1816589	36.9623072	20.6540326	15.9062098	14.1834341	8.6036079	32.9125249	31.7422689	24.1553126	21.4602450	9.4317853	7.6437149	18.6739660	16.2101565	27.4697366	27.4492785	25.8159641	14.3007817	17.6027840	7.7836046	14.1928391	12.7003718	22.1615810	0.0148032	0.0255556	-30.537
13475	39.0987234	27.8447188	22.3559993	19.9169686	13.4424014	15.7827131	20.9090145	35.0467690	20.0298969	14.3356497	13.0928139	8.1593058	32.9125249	30.8236684	24.4129774	21.4602450	8.4066264	6.5949438	18.2818704	14.6990032	28.6052243	27.6163102	24.9026518	14.3007817	18.3024757	8.7791735	14.3131692	12.7003718	22.9651329	0.0157507	0.0255556	-27.053
13480	37.9871623	27.2611231	22.3559993	19.1612598	11.2046596	16.0734744	19.1582100	36.0228598	22.0115414	16.9704491	13.0928139	6.8105065	33.2864570	30.7100301	24.7472553	21.5699486	8.6661174	7.4865015	18.3674475	15.6652524	28.3194421	26.7952973	23.2644376	12.9612338	17.2871993	7.5015125	14.3131692	12.7003718	24.1381712	0.0156448	0.0255556	-32.815
13485	40.9340515	28.8143165	21.9188592	19.1612598	12.9174629	15.6599248	20.4659120	38.2052738	22.0115414	16.1770483	13.2494266	7.1256132	33.2864570	31.1582731	24.1870729	21.4841545	10.5124748	8.0624676	17.7359023	14.3424265	29.1751648	28.1542220	25.2585783	14.5009315	17.5893812	6.9258885	14.3131692	12.7003718	25.9850179	0.0157769	0.0343174	-25.647
13490	38.1330534	28.8143165	21.0008039	20.1285287	12.5822159	16.8748185	19.6919893	35.0480539	19.8203131	15.0056500	13.0282680	7.1256132	33.1753930	32.1866137	23.3577108	21.4841545	11.4940992	8.9183631	19.2898210	16.7749279	30.7834778	29.8032084	25.2585783	15.4277633	17.8599349	6.9258885	12.0571626	11.3185324	25.9850179	0.0157769	0.0269373	-25.017
