Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
1000	36.9646523	27.4531302	22.8384717	21.8479949	14.9651174	15.7256260	18.8514305	36.7438509	19.7209435	13.2292740	13.2918538	9.9493454	33.5709436	32.4136432	24.6138676	21.6687708	10.9699238	8.5147728	18.8569745	16.7772715	29.5754627	27.7322233	24.2198419	14.3257670	18.1658624	8.9206276	14.1971803	11.7620559	22.1671924	0.0149425	0.0227434	-24.978
1005	41.1748113	27.9905945	22.8384717	21.0668538	13.4868993	18.5476039	18.8514305	36.7438509	19.7209435	14.0453198	13.2797334	9.9493454	33.5709436	32.4136432	25.4832896	21.6687708	9.9312433	9.3011049	19.0697512	17.3585151	29.5754627	28.4951221	23.4806953	13.2039466	17.7548407	8.0896934	14.1971803	12.5535857	21.9727828	0.0154514	0.0227434	-26.047
1010	39.7283103	27.3475665	22.8384717	21.0668538	13.9723799	18.6332470	18.8514305	36.7438509	21.6993389	12.6930121	12.6898989	8.2586806	33.5771341	32.3590508	24.4773520	21.6687708	10.5231089	9.2725004	19.7135495	18.6543772	29.2461090	27.6689314	24.8795355	14.7722832	17.3658786	8.3196883	12.9389930	12.1459919	25.4521918	0.0155323	0.0179000	-28.284
1015	39.4730361	27.3475665	22.8384717	22.5477676	13.7951473	17.9377260	18.8514305	35.8998938	21.6993389	14.7693630	12.2415788	7.2272768	33.5771341	30.4663917	24.4116140	22.3229060	11.2794894	9.2725004	19.7135495	16.0007742	28.7075497	27.6689314	24.8795355	14.9849833	18.3088076	8.3196883	13.0708968	11.1201258	25.4521918	0.0148007	0.0220109	-29.047
1020	39.3469767	28.2201145	22.8384717	19.4330692	12.7562637	15.6130147	21.7620896	36.7413395	20.2090947	14.4494868	11.5812423	7.2272768	31.2257664	30.4114929	25.4046615	22.6558837	12.5959682	10.5550374	19.2174050	17.4782618	28.0919423	27.8344314	24.8930691	14.5762408	17.3543322	8.3196883	14.2580358	12.3188524	22.9282495	0.0147145	0.0220109	-27.773
1025	40.1096042	28.3256732	22.8384717	21.1417736	14.8512133	17.1835421	20.2012647	36.7413395	20.2090947	15.6317362	10.8801574	7.2272768	32.1144167	30.8743252	23.5184597	21.1242929	13.1028381	11.8313483	17.8527983	16.0922228	27.6856093	27.1719123	23.8305695	14.5762408	16.8257648	8.3196883	14.2113237	11.7864765	23.8206043	0.0151450	0.0190479	-24.366
1030	37.9792363	26.0918499	21.7811113	21.2321785	15.6597349	15.9372293	20.2012647	36.9036821	19.0989021	15.6210714	12.2049113	7.2272768	31.9346168	30.9079469	22.7838691	21.0721902	12.4339137	10.7327336	18.6877104	17.8210875	28.4977169	27.5246689	23.4895086	15.0670054	17.6073493	8.3196883	15.4074615	11.3646865	24.6750209	0.0151450	0.0190479	-31.006
1035	37.1181435	26.5307582	22.4584730	21.1051588	13.0237937	14.7134563	20.2012647	36.9036821	21.4088865	15.1591270	11.6580352	6.9165913	31.9346168	30.1195850	22.9314269	19.8155694	10.9060146	9.1430534	16.9686594	17.8210875	28.7946366	26.3865366	22.4968200	13.8708172	15.8389337	7.2428475	13.0248006	11.1090203	24.6750209	0.0147831	0.0147035	-23.902
1040	39.7646073	28.0634432	21.7670363	19.4352376	14.6394587	15.4440166	20.8892177	35.8892597	21.4088865	15.1591270	11.2222721	7.5015806	31.6220485	31.3266388	23.8415509	20.7584794	11.0869336	9.1430534	17.7170189	16.7984946	29.3068003	27.6161555	23.9367154	14.8411261	17.8546541	6.6168073	13.9420896	12.7093240	24.6750209	0.0158418	0.0192828	-22.472
1045	38.3602682	27.2700812	22.0430461	20.5277304	13.2034325	17.0469362	20.7149182	35.8892597	19.9625455	13.6520535	12.9800570	8.6775769	32.7579220	31.2745187	23.6475866	21.1095974	10.5213417	9.1778637	17.2348588	17.5327497	28.8974096	26.9736049	24.7902239	14.4488546	17.8085933	6.6168073	14.6695541	12.4476609	24.6282841	0.0157729	0.0160072	-33.021
1050	38.4880136	25.8266956	22.1649340	19.6487971	12.5076857	15.0434978	19.8444270	36.0162366	21.5042235	16.8651701	12.2893110	8.6775769	32.1149857	31.1043304	24.3833066	21.1095974	10.9273691	10.3361898	18.6177887	16.3988166	28.8974096	28.4442053	23.1939157	15.1351743	16.7732445	7.0457240	13.6068914	12.0451352	24.6282841	0.0155156	0.0270923	-25.630
1055	37.1614954	23.8791389	20.8714748	19.6487971	12.5076857	16.0159477	18.3660138	36.8038871	21.5042235	17.3643625	11.8720365	7.0621652	30.9158547	30.3724280	23.4731451	21.0190292	12.0063601	10.5858963	18.6177887	15.5684327	28.3340879	27.5929169	24.0292930	16.7741364	16.8947215	7.2468114	13.6068914	11.4956866	22.8022346	0.0155888	0.0270923	-27.151
1060	36.3706564	27.4414038	21.2811572	19.7263582	12.7243729	15.5220433	19.2127521	33.5095946	21.5042235	15.4204062	11.4562644	6.3318656	31.1734352	30.1457862	23.1962116	21.0190292	12.0063601	9.4395170	18.8509854	15.2449549	28.2500216	27.7237729	24.0292930	15.8455622	17.6560573	7.6959516	13.6068914	11.4956866	23.2029375	0.0159450	0.0306592	-24.726
1065	36.3706564	27.7775603	21.2811572	21.0054748	14.7991486	17.1617764	18.7828085	33.5095946	21.5042235	17.0636802	11.7557994	7.2201155	31.1734352	30.1457862	24.3110712	21.0190292	9.9322592	8.2750641	17.6748114	16.5519578	27.7961610	26.3085544	24.4088429	15.8455622	17.9307586	6.9249417	13.4116002	12.1679929	22.6041955	0.0155048	0.0221664	-30.557
1070	36.3706564	29.2943525	21.2120293	20.3391773	12.9507932	17.8711205	16.7999625	32.7337480	20.5955027	15.7010814	13.5332765	8.1804639	31.1734352	30.1457862	22.8221034	20.5447772	9.5403876	7.4700702	18.2979886	15.8973907	27.9576134	27.4673341	23.3217434	15.8455622	17.9977909	6.4655250	14.5987898	12.2732219	24.1909706	0.0160418	0.0293482	-26.045
1075	35.5782770	25.0945650	21.0479307	19.7281572	12.7560552	16.2204743	16.7999625	33.9347345	20.5955027	15.8763574	12.7987519	8.1804639	31.9245217	29.8238400	22.9724825	20.5447772	9.5403876	8.4649851	17.6783564	16.7285365	28.7616115	27.1957515	23.9399872	15.8858527	18.1405645	6.7053631	15.6139688	12.6250631	23.1495865	0.0160418	0.0198090	-30.492
1080	35.5782770	25.0945650	21.0479307	19.7281572	14.0996608	16.1367293	19.6598451	34.5971470	20.5955027	15.5655176	10.7528548	7.4037393	30.5342611	29.8238400	23.9313767	20.5447772	11.0874248	9.6206853	18.5061683	17.9570680	27.9855717	27.1957515	23.9399872	17.1724539	18.1405645	8.1438213	14.8035506	13.9494923	23.1495865	0.0158957	0.0198090	-19.734
1085	37.0360790	26.5433234	22.4266746	21.2349885	14.6481993	15.7712377	20.7376970	35.7092966	20.5955027	15.5655176	10.7528548	7.4037393	31.6637983	29.8238400	24.3881297	20.5447772	10.3039735	9.3336730	18.5061683	16.2863547	27.3162822	27.1957515	23.9399872	17.0511030	18.0176503	7.3353657	14.4251939	12.4385470	24.2323495	0.0155846	0.0127877	-26.613
1090	39.7792612	29.8585478	23.5256674	21.2349885	13.9141643	16.8140360	20.7376970	35.9325121	20.5955027	15.3279645	11.2767323	7.4037393	31.8056761	30.5385693	22.8862497	19.8406776	9.3032959	8.4547275	16.8735343	16.3801914	29.3948764	28.2783263	23.9399872	14.6709186	18.5024989	7.3353657	15.7116097	14.0198257	25.6445192	0.0155846	0.0184844	-21.345
1095	38.4512024	29.3620717	23.1690692	21.6076533	15.5125225	18.5052153	20.7376970	34.9950885	19.9270762	14.1431760	11.2767323	8.5580131	32.4468474	31.1154736	23.0415095	19.8406776	11.1897670	8.9949524	18.8427527	14.6956885	30.0234546	26.5590871	22.8487093	13.7971566	19.0017381	7.6666270	14.8383087	14.0198257	25.6445192	0.0165392	0.0209542	-30.529
1100	37.5204483	27.3863458	23.1690692	21.6076533	12.6406935	17.8541979	20.7376970	34.9950885	19.8592850	13.9106132	11.0147518	8.2192022	32.7153356	31.0351649	23.4118089	19.4721399	11.1897670	9.7554807	17.1818207	14.6956885	29.9137376	29.6815185	25.4399007	16.1088206	18.2930809	9.2204945	14.8383087	11.8031554	25.3062908	0.0158058	0.0247616	-27.060
1105	38.1014733	26.5580247	21.7832844	20.6712254	15.7320621	16.6942880	20.2253122	36.9335205	20.2398529	13.9106132	12.2471612	7.9812712	32.6919878	31.3266446	22.7691174	20.5860912	11.1897670	8.8911906	18.1151586	14.7336080	29.8972357	29.3204411	25.5909915	13.7100247	17.7988503	10.3290657	13.8788772	12.8295597	25.3347755	0.0151238	0.0196951	-21.596
1110	38.7207713	31.8146987	22.8283198	21.4097237	17.6378364	17.5001001	20.8337483	35.6895654	21.0163519	13.9106132	14.1494342	7.9812712	31.8047508	30.8556032	23.2131775	20.5860912	11.1897670	8.8972387	18.1151586	14.9663972	29.7559003	29.3204411	25.5909915	13.7100247	17.7988503	6.8434272	14.4367958	12.6748076	24.1885331	0.0159079	0.0196472	-28.902
1115	37.6404580	28.2840569	22.8283198	21.1289192	15.5172599	17.5001001	21.4681101	35.6895654	23.0589523	16.7679951	14.5771873	7.9812712	31.7087723	30.7611523	23.5382677	21.4200369	11.1897670	7.5243384	18.1151586	14.9663972	29.6179654	29.3204411	25.5909915	15.3244512	19.1942589	6.4613833	14.4367958	11.4088295	24.9103348	0.0158792	0.0327146	-20.089
1120	37.6404580	29.6213390	23.7132807	22.3340445	15.2585822	18.8286601	21.7102863	35.6895654	20.9100258	13.8540689	13.4337288	6.8945376	33.6278689	32.2041649	24.5955164	20.8946242	11.0510234	8.8798832	18.1151586	16.1093608	29.5464343	29.3204411	24.3523385	16.6239399	18.6402572	7.6055897	15.2528563	13.8633937	23.6829945	0.0154002	0.0165558	-20.245
1125	39.9331028	29.6213390	24.6226514	22.3340445	15.1790784	18.8286601	21.0063072	38.7273915	22.9598606	14.6786880	12.6114788	8.2499856	33.7976579	33.0728231	23.6854985	20.0474545	10.0039478	8.1200666	18.1151586	16.1093608	30.4970565	29.1756257	25.6893482	16.2641451	20.0198167	7.6055897	13.8166057	11.6378805	24.9843581	0.0152961	0.0165558	-32.328
1130	38.6063816	28.4286544	24.6226514	22.6476143	14.3066168	18.7682048	22.9818618	36.8790842	21.6049485	14.6934048	13.6373374	9.5578563	32.2908487	31.1821617	23.4555321	20.0474545	11.2586931	10.1867220	17.2881173	16.1093608	30.7415310	28.7166301	25.6893482	16.2641451	19.2449689	8.7346736	15.3180754	13.9137184	24.9843581	0.0152961	0.0136339	-28.708
1135	37.8746031	28.4286544	22.5075880	19.7512125	12.4417418	15.8354297	21.5437479	36.6629576	21.1576132	14.4865308	13.5271442	8.2574181	32.9756424	32.5603858	22.6782427	20.9939902	10.3014061	8.9278523	17.8910028	15.8322910	30.3274130	28.4310421	23.7729732	15.0746700	19.4760871	8.0449886	15.3180754	13.0346254	26.8692211	0.0158061	0.0136339	-28.052
1140	38.7954132	28.6205760	22.4041752	20.1389424	13.3638718	16.0935088	20.4040856	36.6629576	21.4602074	13.6744250	14.0813458	8.0706963	33.2082834	32.0699993	23.3101087	20.9939902	9.8989635	8.9278523	18.9484022	14.8438623	29.4823629	28.4953043	22.6490553	15.0746700	16.9964195	8.0449886	13.9260848	12.3009365	24.7710290	0.0158061	0.0136339	-22.801
1145	39.4426413	28.3933468	22.4041752	20.3914506	11.9306731	17.4329425	20.4040856	37.0571033	21.4665833	13.4016584	14.0828399	7.7096404	32.6624266	32.0699993	23.4960308	20.9939902	12.3405359	9.4666033	17.1193680	16.2506355	29.4823629	29.2732388	23.8473703	13.0694271	16.0534906	7.7282813	13.9260848	12.3009365	22.4821640	0.0154825	0.0302187	-30.391
1150	41.5301444	28.3933468	22.4041752	20.1440429	13.0912167	16.2739755	21.6604124	37.1935291	21.4665833	15.3363810	13.0651590	8.1963523	34.2785737	32.0699993	25.2474435	21.7196921	11.2544487	8.3080127	18.9958981	16.8077883	29.4823629	29.2732388	25.6025885	14.5683707	16.8862657	7.0621659	13.9260848	12.1162954	24.0093302	0.0159695	0.0336516	-24.255
1155	40.0017553	29.7363456	23.5308716	21.6555708	14.1055299	16.9146915	20.7844661	35.8737124	22.9711899	17.6048178	13.5982640	8.6866728	31.9967764	30.9107747	25.6949623	21.7529748	11.2544487	9.3828440	19.9283782	18.8922829	29.4823629	29.0886801	23.8832094	14.2301131	15.9960606	5.9536729	14.1104013	12.8517318	26.1131498	0.0151519	0.0336455	-23.254
1160	40.0123046	31.2536554	23.0375508	22.0770551	14.1055299	18.3548798	21.1837870	35.8737124	22.9711899	16.8160737	14.2115149	8.6866728	32.7589825	31.6884534	24.5824226	21.7529748	11.6477400	9.3828440	17.2900991	15.0428981	29.4823629	29.0886801	27.1558365	14.2301131	16.4247989	6.3743152	14.1104013	12.4677568	24.0623915	0.0147145	0.0336455	-32.803
1165	40.0123046	29.2963455	24.1452945	22.2879471	14.9777316	16.7904662	21.5855849	37.3661616	21.1197795	15.5680204	13.2318145	7.4509190	33.1412860	30.8063132	23.1604009	19.9828201	10.8205305	9.3828440	18.1001174	18.2468315	30.2493887	28.7676663	26.7685334	15.4636637	18.5362342	7.2769095	15.1600818	13.5909808	25.9096710	0.0149835	0.0202769	-16.110
1170	41.9240976	29.2671162	24.1452945	21.8766456	13.5270575	17.9170324	21.7212776	37.3661616	21.1197795	12.9161489	13.9935749	7.4509190	35.1131902	30.8063132	24.6488983	20.6988676	10.6211216	9.3828440	18.1001174	17.5575169	30.0798707	28.1608211	26.7637423	16.4034939	17.5406281	6.5494497	13.9515592	12.5354243	23.0108242	0.0150410	0.0353029	-27.356
1175	38.3321180	29.2671162	23.1911410	21.8447241	13.5270575	18.3138595	20.0983971	37.3813015	21.1197795	14.2296692	12.4497464	6.7971017	32.8747005	31.0964999	24.5266058	21.7491637	10.6211216	8.4782058	18.1001174	17.5575169	29.3154656	29.2641600	23.8786024	15.4452812	18.5502843	7.1287173	13.9515592	12.5354243	23.1330225	0.0147682	0.0353029	-22.584
1180	39.2666575	28.6920204	23.1911410	21.2440158	13.6157360	17.1039683	21.5877219	37.3813015	21.1197795	16.0140835	12.5458778	8.4163307	32.2769904	31.6026321	25.0587598	22.4571085	10.5172591	8.7418889	19.4207856	18.2756763	29.9788451	29.3385154	26.5956699	15.4452812	18.6011407	7.8842372	13.5077649	12.8743118	24.7241605	0.0149939	0.0232033	-20.871
1185	38.2474166	28.5008162	22.5853272	21.2440158	15.2587356	16.7850137	20.6502436	36.6203179	22.3321871	14.7762246	13.0847257	7.6920352	32.3847138	30.7684024	25.8016750	21.9398009	10.0083863	9.3926485	18.2328713	15.2823017	29.4019116	28.4363933	24.4989928	16.8557070	17.2350511	7.8842372	13.7238567	12.2834575	24.1159492	0.0147404	0.0151437	-22.292
1190	38.9902954	28.0351317	22.6012934	21.2440158	13.5237048	16.7850137	22.0310947	36.6203179	22.3321871	16.1858304	12.3765220	7.0801591	33.2550353	31.7277307	24.5251366	21.3585419	11.3556035	9.3926485	18.2328713	18.1634896	29.7818944	28.4363933	24.4989928	14.8719494	17.3051912	7.0556174	15.0154133	13.5752313	25.2768998	0.0144226	0.0074840	-32.785
1195	38.5877383	29.3423712	22.6012934	21.2440158	15.0673442	18.0275043	21.3093359	36.5546398	20.1819905	15.6728609	12.3765220	7.9335663	33.7739191	32.0945339	24.3653448	21.3585419	11.3556035	9.3926485	19.6388693	17.0465776	29.7818944	28.4363933	24.4989928	14.5997354	17.3051912	7.0556174	14.9313899	13.3800368	25.2768998	0.0151147	0.0094259	-36.314
1200	38.8389061	27.9193943	22.4836513	21.2440158	13.9442911	16.7309991	17.7481015	36.5546398	19.3846264	13.3979737	12.0967439	6.7624416	31.7327708	30.9254383	24.2056721	21.4141415	11.3556035	9.3926485	19.2304474	16.3804615	29.6777874	29.3092586	25.9670576	16.8158395	17.6383613	7.6762038	14.9313899	12.5299810	25.2768998	0.0148140	0.0069827	-27.982
1205	38.8389061	29.0496135	23.3720157	22.0380864	13.9350453	16.6745539	19.6655446	35.9090046	21.2300790	14.3938574	13.1983028	8.1985474	34.4513428	32.0688611	24.2056721	22.2273740	12.2000853	9.4369658	19.2304474	16.9893579	30.4626961	29.6772956	25.9670576	15.9469363	18.2595969	8.2241815	14.0363292	11.4699883	26.1614811	0.0148140	0.0069827	-34.252
1210	37.2392654	27.9251217	22.4094881	20.5619577	13.9350453	17.4257084	17.5628699	35.9090046	21.9816414	14.6171926	13.0780470	8.1985474	33.1382515	32.0841875	23.9775214	20.9995785	10.3903924	9.4369658	19.2304474	16.9893579	29.6845910	29.0256575	25.9670576	15.9469363	18.5184666	7.7787225	14.0363292	13.3858793	23.7968106	0.0148140	0.0069827	-23.132
1215	40.1695541	26.9242234	23.0976420	21.3926284	13.0929173	18.4142531	20.6169893	36.2811294	22.2490665	16.0346553	12.3484858	7.8416280	32.4226270	32.0067179	24.4743927	20.9995785	11.5757686	10.5056480	18.7524381	16.3679877	29.7606365	28.9382557	25.9670576	15.0474519	19.1677965	7.7787225	14.0363292	12.5685072	25.0679365	0.0150706	0.0069827	-26.737
1220	38.6527500	27.7892551	23.6255541	21.8649797	14.3721397	18.0690453	21.7996097	36.2811294	20.4912051	14.2580492	13.7453963	8.8919331	32.1144313	31.5710541	24.8749277	20.9995785	10.9932652	9.3023217	18.7524381	17.5433332	30.1018137	28.1650740	24.6191452	15.6967873	17.6181420	7.6525796	14.0363292	12.5685072	25.0256976	0.0151460	0.0064493	-19.265
1225	38.6527500	27.3163052	23.5819600	21.8649797	13.9842459	16.8042821	22.4401707	37.3937737	21.3704912	16.4490244	12.7807337	9.4067288	33.6613482	32.6314458	24.4864485	20.9995785	10.0332607	8.2597363	18.7524381	19.2582621	30.2250257	29.8740817	26.9593039	16.2506540	19.5372411	8.9545426	14.8884637	13.5356347	26.8331093	0.0151460	0.0101641	-27.868
1230	38.0595988	27.3163052	23.0375615	20.7020424	12.8381178	18.4005550	20.1585049	36.9684829	23.0432089	15.7565674	12.7807337	7.9497033	33.5286661	32.0750930	25.3600283	20.9995785	9.6630318	8.2597363	18.7524381	19.1268308	30.2250257	29.8740817	24.5737867	15.5581930	19.6675220	7.9853125	15.0309137	13.6978415	26.2032649	0.0151460	0.0101641	-28.533
1235	38.3648136	28.8349509	23.0375615	20.7020424	14.1279932	16.0703051	21.9714540	37.4243051	21.1056649	14.9898372	12.2839954	8.1292560	33.6978763	32.0750930	24.0090899	20.9995785	11.0587574	10.0131339	18.7524381	15.6128041	30.2250257	29.8740817	26.3302662	15.5644458	18.6488570	9.5340876	14.4404962	12.8450602	23.9293605	0.0154461	0.0101641	-28.139
1240	38.3343615	27.7485984	23.0375615	21.5786689	14.1725444	16.9185772	19.6095557	35.8798377	21.8164140	16.1101431	13.1897113	7.9074051	33.2625122	31.7908908	24.4685938	22.0566468	10.6061656	9.4573414	18.7524381	15.7133044	30.2250257	28.4169417	24.0861786	14.3612477	19.5347118	9.5340876	14.4404962	12.2374527	25.8113118	0.0145837	0.0103693	-29.227
1245	39.0720420	29.4177164	23.2080581	21.5090588	14.2594351	17.9952475	19.6095557	35.8798377	20.5901237	15.9589527	12.3932782	8.5452989	31.2125725	30.4003592	24.7874878	22.0566468	10.6061656	9.5678340	20.5910099	14.5063455	29.6930277	28.4169417	24.0005263	15.8276689	19.1827413	9.1817580	15.1769652	12.9525744	24.2813082	0.0153344	0.0064257	-26.246
1250	39.0720420	29.4177164	23.2080581	21.5090588	13.1650350	17.2247148	20.5354930	34.2457673	19.5857739	14.7961307	11.5302374	8.3202232	31.2125725	30.7875766	24.2544687	21.3136276	10.6061656	8.2715755	18.7867618	15.6877451	29.1049636	28.3205628	24.9546949	15.8276689	18.0004947	8.4193020	14.4392768	13.7941165	24.2813082	0.0155352	0.0081329	-26.592
1255	38.1205693	28.1700815	21.8115583	19.4803694	13.1650350	16.4125856	20.7407729	35.0663038	21.3266236	14.7961307	12.2196799	8.3202232	31.1172237	30.3069509	24.3614082	21.8475017	10.6061656	9.5661273	18.7867618	16.8370681	29.5945792	28.2234889	24.9546949	14.6089890	17.4624839	8.4193020	14.0365733	13.1034838	25.8629940	0.0157980	0.0098485	-23.776
1260	38.4770909	26.5038486	22.7075235	19.9484136	13.1186500	16.4125856	18.6193485	35.6008524	19.5438141	14.7961307	13.0958873	8.5489507	32.6771888	30.2852394	23.9103823	21.1003312	11.1818734	9.5661273	18.3065052	16.8370681	29.6047664	27.8123559	23.5363762	14.5368922	17.8815671	6.6117476	13.8402442	11.7662326	24.2737732	0.0154069	0.0111204	-29.346
1265	36.6511706	26.5038486	22.7075235	20.4907258	13.1186500	16.3076920	20.9110587	35.2451925	19.5438141	15.3872881	12.7435719	8.6980380	31.5739931	30.4765003	24.5173073	21.1003312	10.8918759	9.5661273	18.3065052	18.0397862	29.6047664	29.3478844	26.3649383	17.0910864	17.9418457	7.9167431	14.3148361	11.7179924	24.4140305	0.0155359	0.0121070	-20.145
1270	39.7742781	28.8398980	22.7075235	21.6431620	14.6355624	17.9341594	20.8082027	35.1736790	19.3031106	13.4040622	13.1077684	8.6980380	31.5467146	30.8566692	24.5173073	21.1003312	11.5176694	8.6154795	18.3065052	18.2429347	29.6047664	28.6712009	25.8170968	17.0910864	19.9481669	7.9167431	13.9780828	12.4450377	24.4140305	0.0150895	0.0235931	-25.869
1275	38.7402565	28.8280364	22.7075235	21.6431620	13.6598796	16.7714662	20.8082027	35.1736790	20.3280514	13.5178027	14.2772755	8.3965398	33.3455886	30.8748483	24.5612551	21.8120521	10.7426555	8.9056798	18.3065052	18.4905988	29.3552595	28.6712009	25.8170968	17.6096093	18.7773695	9.0118886	15.1361637	13.0606099	25.3606616	0.0148821	0.0216415	-20.832
1280	38.0175249	27.0049912	22.6349340	21.1849070	13.6598796	15.9186545	20.5316280	35.5129632	20.3280514	14.7188266	13.6312490	8.3965398	32.3043259	30.5708049	25.2172074	21.3275154	11.2906893	9.7181785	18.3065052	18.2111298	29.2099665	28.1145107	26.4267933	16.2173409	19.4814028	7.9454741	16.8327094	12.8996359	26.3853156	0.0145520	0.0216415	-24.213
1285	37.5953486	27.0049912	22.6349340	21.1849070	15.2289459	17.2406343	19.4414452	35.5129632	20.3280514	13.7118157	13.3648779	7.2132484	32.3043259	30.5708049	24.0254004	20.2502706	11.1660398	10.5003576	18.6182240	17.4866053	29.5681445	28.7693131	26.4491841	16.4623927	19.5204378	7.7026769	15.4879989	12.6559166	26.3853156	0.0149075	0.0142153	-32.311
1290	38.1004998	27.4349076	22.6349340	21.7040818	14.9270992	17.8447350	21.2316598	36.2977587	22.2122477	17.7444184	14.5423703	9.3677962	33.6105349	30.5708049	24.4216577	20.6793511	11.1660398	8.9396409	18.6182240	16.0778628	29.8399330	29.5614295	26.4491841	16.1541119	18.3633861	8.5796101	14.5844931	12.6559166	24.6733372	0.0143556	0.0142153	-28.878
1295	40.9673680	28.0943832	22.4358450	20.9162950	13.6316315	17.5755835	19.6727622	39.7071669	23.4844731	16.2392803	14.3251781	9.0029327	34.1497843	31.7676202	23.7866442	20.2739643	11.1660398	8.9396409	16.9795560	17.0090195	30.9560700	29.6017111	26.4491841	17.3699391	18.0656220	8.5796101	14.6619141	13.6334300	25.0791756	0.0142278	0.0256155	-22.281
1300	41.2883781	28.7992129	22.2485168	20.9640960	14.6357446	16.8367359	19.7203161	40.2665603	22.9046623	17.2284903	14.4160815	9.0029327	31.9582120	31.6803570	23.8853519	21.6849590	10.2895224	8.1159206	18.5075301	17.0203154	30.0875174	29.4392847	26.0700628	14.9058886	19.0263887	8.0769199	14.6619141	13.7874550	26.6428575	0.0147686	0.0229767	-28.390
1305	39.8509778	29.5488951	22.1766922	21.4077247	14.6357446	16.8367359	21.1691964	37.2631864	22.9046623	16.3122529	13.5643734	9.0029327	33.0819384	31.8501387	24.4096113	21.6849590	10.4836948	9.6192940	18.9998247	16.5335383	30.7840483	29.4574880	26.0700628	15.4899786	19.2532595	8.5705363	15.3876819	13.7874550	26.6428575	0.0141384	0.0174775	-23.907
1310	39.8509778	30.2671555	22.1766922	21.6883198	15.7382647	17.7234621	19.3908133	36.7484761	22.9090728	16.7060970	12.8201241	8.0116882	33.1982304	32.7516927	24.1784962	21.6849590	10.4836948	8.9498720	18.7115843	15.5780688	30.5883843	29.3532429	26.0700628	15.3763356	18.0351818	7.8444967	15.0994483	13.7874550	26.6428575	0.0146130	0.0214947	-23.297
1315	38.5851083	27.6302942	22.8345337	20.8736352	15.1726895	16.7767509	20.6862953	36.7815931	22.9090728	15.4116311	14.4496566	8.0116882	33.1982629	32.0190876	23.9482992	21.6849590	10.4836948	8.3019749	18.7115843	16.6546855	30.9585749	29.7360424	26.0700628	14.2614746	18.6444484	9.0443120	14.5218632	12.5978694	24.5741269	0.0142668	0.0192591	-24.091
1320	40.5353642	27.2889020	22.8345337	21.4584967	15.0005138	17.1798242	19.2824099	36.2991818	21.9279620	16.9545154	13.0721924	8.6350117	33.1245391	32.0472933	26.3138865	22.5976457	10.4836948	8.1384698	19.1568863	16.0550476	30.3149864	29.7360424	26.0700628	15.6946940	19.3775779	9.0203871	14.5218632	13.2723725	24.2343400	0.0146383	0.0141848	-31.367
1325	38.2676931	26.7180473	22.8345337	21.4584967	13.4715875	17.1798242	19.2824099	36.2991818	21.9279620	16.3452910	13.9025313	8.5440236	32.8302292	32.1514061	25.6088298	21.1966827	10.0289279	8.2053016	19.1568863	16.8711406	31.0750300	29.9414398	26.0700628	13.9720373	18.6785997	8.4067943	14.3799788	11.7768323	27.0298418	0.0147519	0.0158502	-27.336
1330	38.1814560	28.2057776	22.8345337	21.4584967	14.9918358	18.6188527	20.1358564	37.0382178	21.2322254	15.3136916	12.8029351	8.5876677	34.2389465	33.4582349	25.7636174	23.0780475	10.6042980	9.8215514	19.0685711	16.6097072	30.9286505	29.9798182	24.3512947	15.1955507	19.1624112	7.6134348	15.5756055	13.1966975	23.6840479	0.0145974	0.0123804	-25.590
1335	38.2917408	27.3812490	22.8402985	21.4584967	14.9918358	16.8043016	22.0720905	37.0382178	22.4238755	17.0173605	13.2875611	8.5876677	34.2389465	33.1549086	25.3789352	23.0531934	11.3435962	9.8215514	20.6478982	16.6784202	30.9286505	29.0605707	24.4102074	16.0510674	19.1764929	7.9618173	15.5756055	13.1966975	26.2899986	0.0146689	0.0123804	-25.826
1340	39.8566235	28.7370778	23.4164113	21.5145222	15.5202451	18.0690865	20.6854065	37.0382178	21.8934519	15.2731996	14.0741699	9.3384236	34.4335975	33.2256174	25.1309670	22.1297404	11.3435962	9.5573729	19.5687246	15.1916091	30.9286505	28.2082312	25.7039768	17.4286948	17.2386101	7.9618173	14.7219854	12.9792872	26.2899986	0.0146689	0.0123804	-28.176
1345	39.3978053	28.4580985	22.5034972	19.7060090	14.9460473	15.7074899	20.6854065	37.0382178	21.8934519	15.2731996	14.1032465	8.3297097	35.0552113	32.3981330	25.8870683	22.3458284	11.3435962	9.5573729	20.1664381	18.9985942	29.2007820	28.2082312	25.7039768	14.9564474	19.0958792	9.0265104	13.1009706	12.3210002	25.5463167	0.0147733	0.0123804	-30.281
1350	38.0162090	27.8475632	22.5034972	21.5352277	12.7640513	16.8981230	19.5319969	35.8405489	23.8223836	15.9128160	14.2240271	9.2509611	34.0721965	32.4876895	24.8613632	22.3458284	11.3435962	9.5573729	20.1664381	16.3994217	30.6781233	30.1068467	24.7002440	16.2916852	20.0463569	7.4731152	15.3052236	13.8592920	25.5463167	0.0146175	0.0170529	-28.296
